barrels08,city08,co2TailpipeGpm,comb08,cylinders,displ,drive,fuelCost08,fuelType,fuelType1,highway08,make,model,mpgData,trany,UCity,UHighway,VClass,year
medium-high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Ford,E150 Econoline 2WD,N,Automatic 3-spd,Guzzler,Economic,Vans,1987
medium-high,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Ford,E250 Econoline 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Ford,E250 Econoline 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
medium-high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Ford,E250 Econoline 2WD,N,Automatic 3-spd,Guzzler,Economic,Vans,1987
medium-high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Ford,E250 Econoline 2WD,N,Automatic 3-spd,Guzzler,Economic,Vans,1987
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Manual 3-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Six,Two,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Maserati,Biturbo,N,Automatic 3-spd,Average,Economic,Minicompact Cars,1985
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry,N,Automatic 4-spd,Economic,Green,Compact Cars,1985
medium-high,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,G15/25 Vandura 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Manual 3-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Manual 4-spd,Average,Economic,Vans,1987
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,G15/25 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,G15/25 Vandura 2WD,N,Manual 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G35 Vandura 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Manual 4-spd,Average,Economic,Vans,1987
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry,N,Manual 5-spd,Green,Green,Compact Cars,1985
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Manual 5-spd,Average,Green,Vans,1987
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Manual 5-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Van,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Cargo Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Cargo Van 2WD,N,Manual 5-spd,Economic,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Cargo Van 4WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Cargo Van 4WD,N,Manual 5-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (passenger),N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (passenger),N,Manual 5-spd,Average,Economic,Vans,1987
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Corolla,N,Automatic 3-spd,Economic,Green,Compact Cars,1985
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Manual 3-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,G10/20 Sport Van 2WD,N,Manual 4-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,G30 Sport Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Van (passenger),N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Van (passenger),N,Manual 5-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Corolla,N,Automatic 4-spd,Economic,Green,Compact Cars,1985
medium-high,average,below average,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,B150/B250 Wagon 2WD,N,Manual 4-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Manual 4-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,B150/B250 Wagon 2WD,N,Manual 4-spd,Average,Economic,Vans,1987
high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B150/B250 Wagon 2WD,N,Automatic 3-spd,Guzzler,Average,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B350 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
medium-high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B350 Wagon 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Toyota,Corolla,Y,Manual 5-spd,Green,Green,Compact Cars,1985
high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,B350 Wagon 2WD,N,Automatic 3-spd,Guzzler,Average,Vans,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Aerostar Wagon,N,Manual 5-spd,Economic,Green,Vans,1987
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Aerostar Wagon,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Aerostar Wagon,N,Manual 5-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Ford,E150 Club Wagon,N,Automatic 3-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,E150 Club Wagon,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,E150 Club Wagon,Y,Manual 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,E150 Club Wagon,N,Manual 4-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Ford,E150 Club Wagon,N,Automatic 4-spd,Average,Economic,Vans,1987
medium-high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Ford,E150 Club Wagon,N,Automatic 3-spd,Guzzler,Economic,Vans,1987
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Diesel,Diesel,Green,Toyota,Corolla,N,Automatic 3-spd,Green,Green,Compact Cars,1985
medium-high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Ford,E150 Club Wagon,N,Automatic 3-spd,Guzzler,Economic,Vans,1987
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,G15/25 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,G15/25 Rally 2WD,N,Manual 3-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,G15/25 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,G15/25 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,G15/25 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,G15/25 Rally 2WD,N,Manual 4-spd,Average,Economic,Vans,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,G35 Rally 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (passenger),N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (passenger),N,Manual 5-spd,Average,Economic,Vans,1987
low,excellent,healthy,Excellent,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Toyota,Corolla,Y,Manual 5-spd,Green,Green,Compact Cars,1985
low-medium,average,below average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Wagon,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 2WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 2WD,N,Manual 5-spd,Economic,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 4WD,N,Automatic 4-spd,Average,Economic,Vans,1987
low-medium,average,average,Normal,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Van 4WD,N,Manual 5-spd,Average,Economic,Vans,1987
medium-high,average,below average,Poor,Four,Two,4-Wheel or All-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Volkswagen,Vanagon Syncro 4WD,N,Manual 5-spd,Average,Economic,Vans,1987
medium-high,average,below average,Poor,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Volkswagen,Vanagon/Camper 2WD,N,Automatic 3-spd,Average,Economic,Vans,1987
low-medium,average,below average,Poor,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Vanagon/Camper 2WD,Y,Manual 4-spd,Average,Economic,Vans,1987
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,R10 Suburban 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,R10 Suburban 2WD,Y,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Toyota,Cressida,N,Automatic 4-spd,Average,Economic,Compact Cars,1985
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,Chevrolet,R10 Suburban 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Manual 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1987
low-medium,average,below average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,below average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,below average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Manual 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Blazer 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,AD100/AD150 Ramcharger 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Toyota,Cressida,N,Manual 5-spd,Average,Economic,Compact Cars,1985
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,AD100/AD150 Ramcharger 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,AD100/AD150 Ramcharger 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
medium-high,poor,hazardous,Poor,Eight,Five,Rear-Wheel Drive,Expensive,Regular,Regular Gasoline,Average,Dodge,AD100/AD150 Ramcharger 2WD,N,Automatic 3-spd,Guzzler,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1987
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Manual 5-spd,Economic,Green,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low,good,healthy,Excellent,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,Golf/GTI,Y,Manual 5-spd,Green,Green,Compact Cars,1985
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan/Ram Van 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Bronco II 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Bronco II 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,R15 Suburban 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
medium-high,poor,unhealthy,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,R15 Suburban 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Diesel,Diesel,Economic,GMC,R15 Suburban 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Manual 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1987
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Corvette,N,Manual 4-spd,Average,Economic,Two Seaters,1985
medium-high,poor,below average,Poor,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Maserati,Biturbo,N,Manual 5-spd,Average,Economic,Minicompact Cars,1985
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Golf/GTI,N,Automatic 3-spd,Economic,Green,Compact Cars,1985
low-medium,average,below average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,below average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,below average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Manual 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,S15 Jimmy 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,N,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,N,Manual 4-spd,Economic,Green,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,Y,Automatic 4-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Cherokee 2WD,N,Manual 5-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Golf/GTI,N,Manual 5-spd,Economic,Green,Compact Cars,1985
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Automatic 3-spd,Average,Economic,Special Purpose Vehicle 2WD,1987
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Voyager/Grand Voyager 2WD,N,Manual 5-spd,Average,Green,Special Purpose Vehicle 2WD,1987
