barrels08,city08,co2TailpipeGpm,comb08,cylinders,displ,drive,fuelCost08,fuelType,fuelType1,highway08,make,model,mpgData,trany,UCity,UHighway,VClass,year
low,excellent,healthy,Excellent,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,New Beetle,Y,Manual 5-spd,Green,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,New Beetle,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,New Beetle,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,C70 Convertible,Y,Automatic 4-spd,Average,Economic,Compact Cars,2000
low-medium,average,average,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,C70 Convertible,Y,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,C70 Convertible,N,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Four,One,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A4,N,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A4,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A4,N,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A4,N,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Four,One,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A4 quattro,Y,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A4 quattro,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A4 quattro,Y,Automatic 5-spd,Average,Economic,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A4 quattro,Y,Manual 5-spd,Average,Economic,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,S4,N,Automatic 5-spd,Average,Economic,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,S4,Y,Manual 6-spd,Average,Economic,Compact Cars,2000
medium-high,poor,unhealthy,Poor,Eight,Six,Rear-Wheel Drive,Expensive,Premium,Premium Gasoline,Average,Bentley,Continental R,N,Automatic 4-spd,Guzzler,Economic,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,323i,Y,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,323i,N,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,323i,Y,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,328i,Y,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,328i,Y,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,328i,Y,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,528i,Y,Automatic 4-spd,Average,Economic,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,528i,Y,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,528i,N,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,540i,Y,Automatic 5-spd,Average,Economic,Compact Cars,2000
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,540i,Y,Automatic 5-spd,Average,Economic,Compact Cars,2000
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,540i,Y,Manual 6-spd,Average,Economic,Compact Cars,2000
low-medium,poor,below average,Poor,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,M5,Y,Manual 6-spd,Average,Economic,Compact Cars,2000
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Prizm,Y,Automatic 3-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Chevrolet,Prizm,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Chevrolet,Prizm,Y,Manual 5-spd,Green,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Sebring,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Sebring Convertible,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Sebring Convertible,N,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Green,Daewoo,Lanos,N,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Daewoo,Lanos,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Daewoo,Lanos,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Green,Daewoo,Lanos,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Daewoo,Nubira,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Daewoo,Nubira,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Avenger,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Neon,Y,Automatic 3-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Neon,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Contour,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Contour,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Contour,N,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Contour,N,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Escort,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Escort,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Focus,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Focus,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Focus,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Focus,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Hyundai,Accent/Brio,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Hyundai,Accent/Brio,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Hyundai,Elantra,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Hyundai,Elantra,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Infiniti,G20,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Infiniti,G20,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Jaguar,XJ8,N,Automatic 5-spd,Average,Economic,Compact Cars,2000
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Jaguar,XJR,N,Automatic 5-spd,Average,Economic,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kia,Sephia/Spectra,N,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kia,Sephia/Spectra,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Lexus,ES 300,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Cougar,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Cougar,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Cougar,Y,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Mystique,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Mystique,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Mystique,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Mystique,N,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mazda,Millenia,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mazda,Millenia,N,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,Protege,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,Protege,Y,Manual 5-spd,Green,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,Protege,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,Protege,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C230 Kompressor,Y,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C280,Y,Automatic 5-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C43 AMG,N,Automatic 5-spd,Average,Economic,Compact Cars,2000
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,CL500,N,Automatic 5-spd,Average,Economic,Compact Cars,2000
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Altima,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Altima,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Sentra,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Sentra,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Sentra,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Sentra,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Alero,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Alero,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Alero,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Neon,Y,Automatic 3-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Plymouth,Neon,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,Grand Am,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,Grand Am,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,Grand Am,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Green,Saturn,SL,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saturn,SL,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Saturn,SL,Y,Manual 5-spd,Green,Green,Compact Cars,2000
low-medium,average,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Green,Saturn,SL,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Legacy AWD,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Legacy AWD,Y,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry Solara,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry Solara,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry Solara,Y,Automatic 4-spd,Average,Green,Compact Cars,2000
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry Solara,Y,Manual 5-spd,Average,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Corolla,Y,Automatic 3-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Toyota,Corolla,Y,Automatic 4-spd,Economic,Green,Compact Cars,2000
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Toyota,Corolla,Y,Manual 5-spd,Green,Green,Compact Cars,2000
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Toyota,Echo,Y,Automatic 4-spd,Green,Green,Compact Cars,2000
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Toyota,Echo,Y,Manual 5-spd,Green,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,Golf,N,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,Golf,N,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,Golf,Y,Automatic 4-spd,Green,Green,Compact Cars,2000
low,excellent,healthy,Excellent,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,Golf,Y,Manual 5-spd,Green,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Golf,N,Automatic 4-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Golf,Y,Manual 5-spd,Economic,Green,Compact Cars,2000
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,GTI,N,Automatic 4-spd,Economic,Green,Compact Cars,2000
