0,12598
1,82
2,79
3,70
4,69
5,70
6,57
7,57
8,52
9,50
10,52
11,58
12,52
13,53
14,48
15,50
16,50
17,47
18,48
19,45
20,50
21,52
22,46
23,47
24,41
25,44
26,37
27,28
28,29
29,26
30,32
31,36
32,31
33,30
34,30
35,31
36,31
37,29
38,26
39,24
40,34
41,36
42,31
43,32
44,24
45,26
46,23
47,21
48,17
49,15
50,19
51,27
52,27
53,30
54,27
55,29
56,27
57,29
58,27
59,23
60,19
61,20
62,22
63,21
64,22
65,23
66,21
67,18
68,19
69,19
70,20
71,21
72,22
73,26
74,28
75,25
76,18
77,20
78,17
79,19
80,16
81,19
82,20
83,21
84,23
85,17
86,13
87,8
88,7
89,8
90,11
91,17
92,16
93,18
94,15
95,9
96,12
97,9
98,7
99,9
100,12
101,23
102,23
103,18
104,13
105,9
106,13
107,9
108,12
109,11
110,11
111,18
112,18
113,14
114,11
115,12
116,12
117,7
118,6
119,6
120,10
121,14
122,16
123,14
124,11
125,10
126,6
127,4
128,9
129,9
130,9
131,23
132,17
133,8
134,5
135,9
136,6
137,8
138,6
139,5
140,6
141,15
142,15
143,7
144,9
145,7
146,4
147,5
148,5
149,10
150,11
151,12
152,17
153,9
154,12
155,3
156,5
157,9
158,7
159,6
160,6
161,7
162,5
163,5
164,2
165,3
166,4
167,4
168,4
169,1
170,3
171,3
172,1
173,3
174,4
175,4
176,3
177,4
178,3
179,5
180,4
181,10
182,8
183,8
184,9
185,10
186,10
187,9
188,10
189,6
190,7
191,8
192,5
193,4
194,5
195,3
196,3
197,3
198,3
199,3
200,5
201,7
202,10
203,8
204,9
205,8
206,3
207,5
208,4
209,7
210,4
211,12
212,9
213,10
214,12
215,7
216,4
217,2
218,9
219,5
220,5
221,9
222,11
223,1
224,8
225,2
226,7
227,2
228,7
229,2
230,3
231,2
232,8
233,5
234,1
235,3
236,7
237,3
238,5
239,2
240,2
241,2
242,2
243,1
244,1
245,3
246,1
247,1
248,1
249,2
250,3
251,4
252,1
253,2
254,2
255,5
256,2
258,1
259,1
260,1
261,2
262,1
270,5
271,4
272,1
273,2
274,2
276,1
277,2
280,2
281,2
282,6
283,6
284,5
285,7
286,2
287,1
288,1
289,1
290,1
291,6
292,5
293,6
294,7
295,2
296,1
297,1
300,6
301,8
302,8
303,8
304,7
305,5
306,8
307,8
308,5
309,6
310,5
311,7
312,9
313,7
314,5
315,2
316,7
317,2
318,3
319,5
320,7
321,6
322,10
323,6
324,5
325,3
326,4
327,4
328,4
329,4
330,1
331,6
332,1
333,2
334,1
335,7
336,8
337,7
338,5
339,7
340,7
341,6
342,7
343,7
344,6
345,4
346,4
347,4
348,5
349,2
350,5
351,2
352,4
353,4
354,3
355,5
356,5
357,5
358,4
359,4
360,5
361,5
362,8
363,6
364,7
365,5
366,1
367,2
368,1
369,1
370,8
371,3
372,5
373,1
374,2
375,3
376,2
377,3
378,3
379,1
380,2
381,4
382,6
383,1
385,2
386,2
387,1
388,2
389,2
390,2
391,5
393,1
394,1
395,3
396,3
397,2
398,2
400,2
401,5
402,6
403,5
404,3
405,7
406,6
407,3
408,2
409,1
410,2
411,3
412,7
413,4
414,1
415,1
416,1
417,3
418,3
419,1
420,2
421,6
422,6
423,5
424,5
425,2
426,1
427,1
428,5
429,4
430,3
431,3
433,1
435,10
436,6
438,4
439,2
440,3
441,1
442,1
443,1
445,1
451,1
452,3
453,1
454,1
460,2
461,1
462,2
463,1
464,1
465,1
466,1
467,1
468,1
469,2
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,2
482,2
483,5
484,1
485,1
486,1
487,1
488,2
489,1
491,1
492,1
493,1
494,1
495,1
496,1
500,8
501,8
502,5
503,6
504,7
505,7
506,8
507,7
508,7
509,5
510,5
511,6
512,1
513,5
514,5
515,5
516,5
517,4
518,4
519,2
520,8
521,7
522,5
523,4
524,4
525,3
526,2
527,4
528,9
529,3
530,10
531,7
532,7
533,6
534,3
535,10
536,11
537,10
538,5
539,4
540,10
541,13
542,7
543,7
544,5
545,7
546,2
547,2
548,2
549,2
550,12
551,8
552,8
553,4
554,9
555,8
556,4
557,3
558,2
559,3
560,6
561,5
562,2
563,2
564,2
565,2
566,3
567,3
568,3
569,2
570,6
571,4
572,7
573,7
574,7
575,2
576,3
577,3
578,2
579,2
580,2
581,6
582,5
583,3
584,3
585,2
586,3
587,3
588,3
589,3
590,3
591,6
592,5
593,3
594,4
595,3
596,3
597,3
598,2
599,4
600,6
601,7
602,6
603,3
604,3
605,2
606,3
607,2
608,2
609,3
610,3
611,3
612,5
613,5
614,2
615,2
616,3
617,3
618,2
619,1
620,1
621,3
622,2
625,1
626,1
627,2
628,2
631,1
632,2
637,1
638,1
639,1
640,5
641,4
642,2
643,2
