-1,1218
9,15
10,77
11,64
12,270
13,297
14,451
15,835
16,1238
17,2082
18,1555
19,1599
20,2309
21,1409
22,2503
23,2277
24,2716
25,1902
26,2644
27,1551
28,1439
29,1424
30,868
31,849
32,530
33,521
34,337
35,321
36,198
37,119
38,97
39,128
40,73
41,57
42,46
43,23
44,49
45,57
46,11
47,12
48,8
49,14
50,2
51,4
52,7
53,1
54,3
58,5
59,2
60,1
61,1
62,2
64,3
66,1
68,2
69,2
74,3
79,2
90,2
91,1
92,2
93,4
94,2
96,2
97,1
99,5
102,1
105,3
108,2
109,1
